,muni_name,cod_ibge_muni,uf_muni,Number of paths covered,City coverage(%),MoH sentinel
1490,Arapuá,3103801,Minas Gerais,69,0.00079,0
1491,Araújos,3103900,Minas Gerais,585,0.00666,0
1492,Araxá,3104007,Minas Gerais,10712,0.122,0
1493,Arceburgo,3104106,Minas Gerais,515,0.00587,0
1494,Arcos,3104205,Minas Gerais,3605,0.04106,0
1495,Areado,3104304,Minas Gerais,281,0.0032,0
1496,Argirita,3104403,Minas Gerais,111,0.00126,0
1497,Arinos,3104502,Minas Gerais,1824,0.02077,0
1498,Astolfo Dutra,3104601,Minas Gerais,2478,0.02822,0
1499,Augusto de Lima,3104809,Minas Gerais,1006,0.01146,0
1500,Baependi,3104908,Minas Gerais,1350,0.01538,0
1501,Baldim,3105004,Minas Gerais,918,0.01046,0
1502,Bambuí,3105103,Minas Gerais,1895,0.02158,0
1503,Bandeira do Sul,3105301,Minas Gerais,2,2e-05,0
1504,Barão de Cocais,3105400,Minas Gerais,1759,0.02003,0
1505,Barbacena,3105608,Minas Gerais,26311,0.29967,0
1506,Barroso,3105905,Minas Gerais,232,0.00264,0
1507,Bela Vista de Minas,3106002,Minas Gerais,696,0.00793,0
1508,Belo Horizonte,3106200,Minas Gerais,295179,3.36193,1
1509,Belo Oriente,3106309,Minas Gerais,1139,0.01297,0
1510,Berilo,3106507,Minas Gerais,320,0.00364,0
1511,Bertópolis,3106606,Minas Gerais,17,0.00019,1
1512,Betim,3106705,Minas Gerais,4546,0.05178,1
1513,Bias Fortes,3106804,Minas Gerais,424,0.00483,0
1514,Bicas,3106903,Minas Gerais,2513,0.02862,0
1515,Biquinhas,3107000,Minas Gerais,15,0.00017,0
1516,Boa Esperança,3107109,Minas Gerais,5213,0.05937,0
1517,Bocaiúva,3107307,Minas Gerais,5344,0.06087,0
1518,Bom Despacho,3107406,Minas Gerais,1561,0.01778,0
1519,Bom Jardim de Minas,3107505,Minas Gerais,659,0.00751,0
1520,Bom Jesus da Penha,3107604,Minas Gerais,343,0.00391,0
1521,Bom Jesus do Amparo,3107703,Minas Gerais,418,0.00476,0
1522,Bom Jesus do Galho,3107802,Minas Gerais,1700,0.01936,0
1523,Bom Sucesso,3108008,Minas Gerais,1967,0.0224,0
1524,Bonfim,3108107,Minas Gerais,4801,0.05468,0
1525,Bonfinópolis de Minas,3108206,Minas Gerais,53,0.0006,0
1526,Borda da Mata,3108305,Minas Gerais,2460,0.02802,0
1527,Botelhos,3108404,Minas Gerais,26,0.0003,0
1528,Brasilândia de Minas,3108552,Minas Gerais,332,0.00378,0
1529,Brasília de Minas,3108602,Minas Gerais,145,0.00165,0
1530,Brás Pires,3108701,Minas Gerais,485,0.00552,0
1531,Braúnas,3108800,Minas Gerais,854,0.00973,0
1532,Brazópolis,3108909,Minas Gerais,3556,0.0405,0
1533,Brumadinho,3109006,Minas Gerais,415,0.00473,0
1534,Buenópolis,3109204,Minas Gerais,505,0.00575,0
1535,Buritis,3109303,Minas Gerais,196,0.00223,0
1536,Cabo Verde,3109501,Minas Gerais,1,1e-05,0
1537,Cachoeira da Prata,3109600,Minas Gerais,2799,0.03188,0
1538,Cachoeira de Minas,3109709,Minas Gerais,517,0.00589,0
1539,Cachoeira Dourada,3109808,Minas Gerais,185,0.00211,0
1540,Caetanópolis,3109907,Minas Gerais,2,2e-05,0
1541,Caeté,3110004,Minas Gerais,411,0.00468,0
1542,Caldas,3110301,Minas Gerais,164,0.00187,0
1543,Camanducaia,3110509,Minas Gerais,586,0.00667,0
1544,Cambuí,3110608,Minas Gerais,4355,0.0496,0
1545,Cambuquira,3110707,Minas Gerais,9866,0.11237,0
1546,Campanário,3110806,Minas Gerais,620,0.00706,0
1547,Campanha,3110905,Minas Gerais,1464,0.01667,0
1548,Campestre,3111002,Minas Gerais,60,0.00068,0
1549,Campina Verde,3111101,Minas Gerais,325,0.0037,0
1550,Campo Belo,3111200,Minas Gerais,4248,0.04838,0
1551,Campo do Meio,3111309,Minas Gerais,3,3e-05,0
1552,Campo Florido,3111408,Minas Gerais,277,0.00315,0
1553,Campos Altos,3111507,Minas Gerais,876,0.00998,0
1554,Campos Gerais,3111606,Minas Gerais,75,0.00085,0
1555,Canaã,3111705,Minas Gerais,726,0.00827,0
1556,Canápolis,3111804,Minas Gerais,1,1e-05,0
1557,Candeias,3112000,Minas Gerais,17,0.00019,0
1558,Cantagalo,3112059,Minas Gerais,2,2e-05,0
1559,Caparaó,3112109,Minas Gerais,4,5e-05,0
1560,Capela Nova,3112208,Minas Gerais,196,0.00223,0
1561,Capelinha,3112307,Minas Gerais,4123,0.04696,0
1562,Capetinga,3112406,Minas Gerais,45,0.00051,0
1563,Capim Branco,3112505,Minas Gerais,720,0.0082,0
1564,Capinópolis,3112604,Minas Gerais,844,0.00961,0
1565,Capitão Andrade,3112653,Minas Gerais,186,0.00212,0
1566,Capitólio,3112802,Minas Gerais,686,0.00781,0
1567,Caranaíba,3113107,Minas Gerais,244,0.00278,0
1568,Carandaí,3113206,Minas Gerais,181,0.00206,0
1569,Carangola,3113305,Minas Gerais,13718,0.15624,0
1570,Caratinga,3113404,Minas Gerais,12550,0.14294,0
1571,Carbonita,3113503,Minas Gerais,26,0.0003,0
1572,Careaçu,3113602,Minas Gerais,4206,0.0479,0
1573,Carlos Chagas,3113701,Minas Gerais,2,2e-05,0
1574,Carmésia,3113800,Minas Gerais,227,0.00259,0
1575,Carmo da Mata,3114006,Minas Gerais,1052,0.01198,0
1576,Carmo de Minas,3114105,Minas Gerais,2054,0.02339,0
1577,Carmo do Paranaíba,3114303,Minas Gerais,966,0.011,0
1578,Carmo do Rio Claro,3114402,Minas Gerais,20,0.00023,0
1579,Carmópolis de Minas,3114501,Minas Gerais,599,0.00682,0
1580,Carneirinho,3114550,Minas Gerais,381,0.00434,0
1581,Carrancas,3114600,Minas Gerais,1,1e-05,0
1582,Carvalhópolis,3114709,Minas Gerais,11,0.00013,0
1583,Casa Grande,3114907,Minas Gerais,78,0.00089,0
1584,Cássia,3115102,Minas Gerais,3581,0.04079,0
1585,Cataguases,3115300,Minas Gerais,6734,0.0767,0
1586,Catas Altas da Noruega,3115409,Minas Gerais,3040,0.03462,0
1587,Catuji,3115458,Minas Gerais,1025,0.01167,0
1588,Caxambu,3115508,Minas Gerais,2196,0.02501,0
1589,Central de Minas,3115706,Minas Gerais,509,0.0058,0
1590,Centralina,3115805,Minas Gerais,150,0.00171,0
1591,Chapada Gaúcha,3116159,Minas Gerais,18,0.00021,0
1592,Cipotânea,3116308,Minas Gerais,53,0.0006,0
1593,Cláudio,3116605,Minas Gerais,147,0.00167,0
1594,Coimbra,3116704,Minas Gerais,983,0.0112,0
1595,Coluna,3116803,Minas Gerais,992,0.0113,0
1596,Comendador Gomes,3116902,Minas Gerais,1,1e-05,0
1597,Conceição das Alagoas,3117306,Minas Gerais,64,0.00073,0
1598,Conceição de Ipanema,3117405,Minas Gerais,35,0.0004,0
1599,Conceição do Mato Dentro,3117504,Minas Gerais,3251,0.03703,0
1600,Conceição do Pará,3117603,Minas Gerais,89,0.00101,0
1601,Conceição dos Ouros,3117801,Minas Gerais,81,0.00092,0
1602,Cônego Marinho,3117836,Minas Gerais,398,0.00453,0
1603,Confins,3117876,Minas Gerais,2,2e-05,0
1604,Congonhal,3117900,Minas Gerais,265,0.00302,0
1605,Congonhas,3118007,Minas Gerais,1440,0.0164,1
1606,Conselheiro Lafaiete,3118304,Minas Gerais,10365,0.11805,0
1607,Conselheiro Pena,3118403,Minas Gerais,3385,0.03855,0
1608,Contagem,3118601,Minas Gerais,254,0.00289,1
1609,Coqueiral,3118700,Minas Gerais,1,1e-05,0
1610,Coração de Jesus,3118809,Minas Gerais,1384,0.01576,0
1611,Cordisburgo,3118908,Minas Gerais,234,0.00267,0
1612,Cordislândia,3119005,Minas Gerais,6,7e-05,0
1613,Corinto,3119104,Minas Gerais,2322,0.02645,0
1614,Coroaci,3119203,Minas Gerais,1178,0.01342,0
1615,Coromandel,3119302,Minas Gerais,734,0.00836,0
1616,Coronel Fabriciano,3119401,Minas Gerais,11216,0.12774,1
1617,Coronel Murta,3119500,Minas Gerais,5,6e-05,0
1618,Coronel Pacheco,3119609,Minas Gerais,204,0.00232,0
1619,Córrego Fundo,3119955,Minas Gerais,22,0.00025,0
1620,Couto de Magalhães de Minas,3120102,Minas Gerais,1386,0.01579,0
1621,Crisólita,3120151,Minas Gerais,280,0.00319,0
1622,Cristais,3120201,Minas Gerais,7,8e-05,0
1623,Cristiano Otoni,3120409,Minas Gerais,363,0.00413,0
1624,Cristina,3120508,Minas Gerais,100,0.00114,0
1625,Crucilândia,3120607,Minas Gerais,112,0.00128,0
1626,Cruzília,3120805,Minas Gerais,441,0.00502,0
1627,Cuparaque,3120839,Minas Gerais,37,0.00042,0
1628,Curral de Dentro,3120870,Minas Gerais,363,0.00413,0
1629,Curvelo,3120904,Minas Gerais,7654,0.08717,0
1630,Datas,3121001,Minas Gerais,115,0.00131,0
1631,Delfim Moreira,3121100,Minas Gerais,808,0.0092,0
1632,Delfinópolis,3121209,Minas Gerais,256,0.00292,0
1633,Delta,3121258,Minas Gerais,17,0.00019,0
1634,Desterro de Entre Rios,3121407,Minas Gerais,1,1e-05,0
1635,Desterro do Melo,3121506,Minas Gerais,18,0.00021,0
1636,Diamantina,3121605,Minas Gerais,4225,0.04812,1
1637,Dionísio,3121803,Minas Gerais,14,0.00016,0
1638,Divinésia,3121902,Minas Gerais,119,0.00136,0
1639,Divino,3122009,Minas Gerais,1523,0.01735,0
1640,Divino das Laranjeiras,3122108,Minas Gerais,210,0.00239,0
1641,Divinolândia de Minas,3122207,Minas Gerais,306,0.00349,0
1642,Divinópolis,3122306,Minas Gerais,14124,0.16086,1
1643,Divisa Alegre,3122355,Minas Gerais,656,0.00747,0
1644,Dom Cavati,3122504,Minas Gerais,337,0.00384,0
1645,Dom Joaquim,3122603,Minas Gerais,1207,0.01375,0
1646,Dom Silvério,3122702,Minas Gerais,1858,0.02116,0
1647,Dona Eusébia,3122900,Minas Gerais,4,5e-05,0
1648,Dores de Campos,3123007,Minas Gerais,5,6e-05,0
1649,Dores de Guanhães,3123106,Minas Gerais,238,0.00271,0
1650,Dores do Indaiá,3123205,Minas Gerais,16,0.00018,0
1651,Durandé,3123528,Minas Gerais,75,0.00085,0
1652,Elói Mendes,3123601,Minas Gerais,55,0.00063,0
1653,Engenheiro Caldas,3123700,Minas Gerais,291,0.00331,0
1654,Entre Folhas,3123858,Minas Gerais,29,0.00033,0
1655,Entre Rios de Minas,3123908,Minas Gerais,128,0.00146,0
1656,Espera Feliz,3124203,Minas Gerais,1216,0.01385,0
1657,Espinosa,3124302,Minas Gerais,734,0.00836,0
1658,Estiva,3124500,Minas Gerais,7,8e-05,0
1659,Estrela Dalva,3124609,Minas Gerais,15,0.00017,0
1660,Estrela do Sul,3124807,Minas Gerais,228,0.0026,0
1661,Eugenópolis,3124906,Minas Gerais,825,0.0094,0
1662,Extrema,3125101,Minas Gerais,2154,0.02453,0
1663,São Gonçalo do Rio Preto,3125507,Minas Gerais,173,0.00197,0
1664,Felisburgo,3125606,Minas Gerais,24,0.00027,0
1665,Felixlândia,3125705,Minas Gerais,66,0.00075,0
1666,Ferros,3125903,Minas Gerais,111,0.00126,0
1667,Fervedouro,3125952,Minas Gerais,744,0.00847,0
1668,Florestal,3126000,Minas Gerais,14,0.00016,0
1669,Formiga,3126109,Minas Gerais,3724,0.04241,0
1670,Formoso,3126208,Minas Gerais,1457,0.01659,0
1671,Fortuna de Minas,3126406,Minas Gerais,145,0.00165,0
1672,Francisco Sá,3126703,Minas Gerais,2289,0.02607,0
1673,Frei Gaspar,3126802,Minas Gerais,335,0.00382,0
1674,Frei Inocêncio,3126901,Minas Gerais,1807,0.02058,0
1675,Fronteira,3127008,Minas Gerais,189,0.00215,0
1676,Fronteira dos Vales,3127057,Minas Gerais,2,2e-05,0
1677,Frutal,3127107,Minas Gerais,6914,0.07875,0
1678,Galiléia,3127305,Minas Gerais,90,0.00103,0
1679,Glaucilândia,3127354,Minas Gerais,161,0.00183,0
1680,Goiabeira,3127370,Minas Gerais,37,0.00042,0
1681,Goianá,3127388,Minas Gerais,595,0.00678,0
1682,Gonçalves,3127404,Minas Gerais,1392,0.01585,0
1683,Gonzaga,3127503,Minas Gerais,48,0.00055,0
1684,Gouveia,3127602,Minas Gerais,141,0.00161,0
1685,Governador Valadares,3127701,Minas Gerais,47383,0.53967,1
1686,Grão Mogol,3127800,Minas Gerais,385,0.00438,0
1687,Guanhães,3128006,Minas Gerais,7051,0.08031,0
1688,Guaranésia,3128303,Minas Gerais,1246,0.01419,0
1689,Guarani,3128402,Minas Gerais,57,0.00065,0
1690,Guarará,3128501,Minas Gerais,1,1e-05,0
1691,Guarda-Mor,3128600,Minas Gerais,397,0.00452,0
1692,Guaxupé,3128709,Minas Gerais,4856,0.05531,0
1693,Guimarânia,3128907,Minas Gerais,941,0.01072,0
1694,Heliodora,3129202,Minas Gerais,36,0.00041,0
1695,Iapu,3129301,Minas Gerais,1652,0.01882,0
1696,Ibertioga,3129400,Minas Gerais,626,0.00713,0
1697,Ibiá,3129509,Minas Gerais,531,0.00605,0
1698,Ibirité,3129806,Minas Gerais,85,0.00097,0
1699,Iguatama,3130309,Minas Gerais,1096,0.01248,0
1700,Ilicínea,3130507,Minas Gerais,5,6e-05,0
1701,Inconfidentes,3130606,Minas Gerais,416,0.00474,0
1702,Indaiabira,3130655,Minas Gerais,2,2e-05,0
1703,Ingaí,3130804,Minas Gerais,109,0.00124,0
1704,Inhapim,3130903,Minas Gerais,4401,0.05013,0
1705,Inhaúma,3131000,Minas Gerais,3,3e-05,0
1706,Ipanema,3131208,Minas Gerais,1701,0.01937,0
1707,Ipatinga,3131307,Minas Gerais,15071,0.17165,1
1708,Ipuiúna,3131505,Minas Gerais,3,3e-05,0
1709,Iraí de Minas,3131604,Minas Gerais,5,6e-05,0
1710,Itabira,3131703,Minas Gerais,5126,0.05838,0
1711,Itabirinha,3131802,Minas Gerais,1134,0.01292,0
1712,Itabirito,3131901,Minas Gerais,227,0.00259,0
1713,Itacambira,3132008,Minas Gerais,24,0.00027,0
1714,Itacarambi,3132107,Minas Gerais,1044,0.01189,0
1715,Itaguara,3132206,Minas Gerais,2420,0.02756,0
1716,Itaipé,3132305,Minas Gerais,6,7e-05,0
1717,Itajubá,3132404,Minas Gerais,15148,0.17253,0
1718,Itamarandiba,3132503,Minas Gerais,116,0.00132,0
1719,Itambacuri,3132701,Minas Gerais,778,0.00886,0
1720,Itambé do Mato Dentro,3132800,Minas Gerais,4,5e-05,0
1721,Itamonte,3133006,Minas Gerais,168,0.00191,0
1722,Itanhandu,3133105,Minas Gerais,4438,0.05055,0
1723,Itanhomi,3133204,Minas Gerais,134,0.00153,0
1724,Itaobim,3133303,Minas Gerais,3526,0.04016,0
1725,Itapagipe,3133402,Minas Gerais,69,0.00079,0
1726,Itapecerica,3133501,Minas Gerais,1453,0.01655,0
1727,Itapeva,3133600,Minas Gerais,7,8e-05,0
1728,Itatiaiuçu,3133709,Minas Gerais,5,6e-05,0
1729,Itaú de Minas,3133758,Minas Gerais,3467,0.03949,0
1730,Itaúna,3133808,Minas Gerais,190,0.00216,0
1731,Itaverava,3133907,Minas Gerais,20,0.00023,0
1732,Itueta,3134103,Minas Gerais,1379,0.01571,0
1733,Ituiutaba,3134202,Minas Gerais,6654,0.07579,1
1734,Itumirim,3134301,Minas Gerais,11,0.00013,0
1735,Iturama,3134400,Minas Gerais,6920,0.07882,0
1736,Itutinga,3134509,Minas Gerais,992,0.0113,0
1737,Jacinto,3134707,Minas Gerais,650,0.0074,0
1738,Jacutinga,3134905,Minas Gerais,29,0.00033,0
1739,Jaguaraçu,3135001,Minas Gerais,39,0.00044,0
1740,Jaíba,3135050,Minas Gerais,291,0.00331,0
1741,Janaúba,3135100,Minas Gerais,2554,0.02909,0
1742,Januária,3135209,Minas Gerais,6346,0.07228,0
1743,Japaraíba,3135308,Minas Gerais,2,2e-05,0
1744,Japonvar,3135357,Minas Gerais,1399,0.01593,0
1745,Jequeri,3135506,Minas Gerais,19,0.00022,0
1746,Jequitaí,3135605,Minas Gerais,474,0.0054,0
1747,Jequitibá,3135704,Minas Gerais,5,6e-05,0
1748,Jequitinhonha,3135803,Minas Gerais,1166,0.01328,0
1749,Jesuânia,3135902,Minas Gerais,3,3e-05,0
1750,Joaíma,3136009,Minas Gerais,467,0.00532,0
1751,Joanésia,3136108,Minas Gerais,8,9e-05,0
1752,João Monlevade,3136207,Minas Gerais,9557,0.10885,0
1753,João Pinheiro,3136306,Minas Gerais,1541,0.01755,0
1754,José Raydan,3136553,Minas Gerais,57,0.00065,0
1755,Josenópolis,3136579,Minas Gerais,479,0.00546,0
1756,Juatuba,3136652,Minas Gerais,262,0.00298,0
1757,Juiz de Fora,3136702,Minas Gerais,41953,0.47782,0
1758,Juramento,3136801,Minas Gerais,5,6e-05,0
1759,Juruaia,3136900,Minas Gerais,207,0.00236,0
1760,Ladainha,3137007,Minas Gerais,5,6e-05,0
1761,Lagamar,3137106,Minas Gerais,42,0.00048,0
1762,Lagoa da Prata,3137205,Minas Gerais,108,0.00123,0
1763,Lagoa Dourada,3137403,Minas Gerais,16,0.00018,0
1764,Lagoa Formosa,3137502,Minas Gerais,587,0.00669,0
1765,Lagoa Santa,3137601,Minas Gerais,172,0.00196,0
1766,Lajinha,3137700,Minas Gerais,1945,0.02215,0
1767,Lambari,3137809,Minas Gerais,178,0.00203,0
1768,Lamim,3137908,Minas Gerais,9,0.0001,0
1769,Laranjal,3138005,Minas Gerais,56,0.00064,0
1770,Lassance,3138104,Minas Gerais,62,0.00071,0
1771,Lavras,3138203,Minas Gerais,9628,0.10966,0
1772,Leme do Prado,3138351,Minas Gerais,370,0.00421,0
1773,Leopoldina,3138401,Minas Gerais,5088,0.05795,0
1774,Lima Duarte,3138609,Minas Gerais,120,0.00137,0
1775,Lontra,3138658,Minas Gerais,2,2e-05,0
1776,Luislândia,3138682,Minas Gerais,74,0.00084,0
1777,Luminárias,3138708,Minas Gerais,96,0.00109,0
1778,Luz,3138807,Minas Gerais,2347,0.02673,0
1779,Machacalis,3138906,Minas Gerais,444,0.00506,0
1780,Machado,3139003,Minas Gerais,1217,0.01386,0
1781,Madre de Deus de Minas,3139102,Minas Gerais,39,0.00044,0
1782,Malacacheta,3139201,Minas Gerais,451,0.00514,0
1783,Manga,3139300,Minas Gerais,272,0.0031,0
1784,Manhuaçu,3139409,Minas Gerais,11449,0.1304,1
1785,Manhumirim,3139508,Minas Gerais,1342,0.01528,0
1786,Mantena,3139607,Minas Gerais,4537,0.05167,0
1787,Maravilhas,3139706,Minas Gerais,46,0.00052,0
1788,Mar de Espanha,3139805,Minas Gerais,1898,0.02162,0
1789,Mariana,3140001,Minas Gerais,549,0.00625,0
1790,Marilac,3140100,Minas Gerais,383,0.00436,0
1791,Mário Campos,3140159,Minas Gerais,9,0.0001,0
1792,Maripá de Minas,3140209,Minas Gerais,2,2e-05,0
1793,Marliéria,3140308,Minas Gerais,35,0.0004,0
1794,Martinho Campos,3140506,Minas Gerais,725,0.00826,0
1795,Martins Soares,3140530,Minas Gerais,151,0.00172,0
1796,Mateus Leme,3140704,Minas Gerais,11,0.00013,0
1797,Matias Barbosa,3140803,Minas Gerais,204,0.00232,0
1798,Matias Cardoso,3140852,Minas Gerais,42,0.00048,0
1799,Matipó,3140902,Minas Gerais,22,0.00025,0
1800,Mato Verde,3141009,Minas Gerais,2264,0.02579,0
1801,Matozinhos,3141108,Minas Gerais,135,0.00154,0
1802,Matutina,3141207,Minas Gerais,109,0.00124,0
1803,Medina,3141405,Minas Gerais,288,0.00328,0
1804,Mendes Pimentel,3141504,Minas Gerais,365,0.00416,0
1805,Mesquita,3141702,Minas Gerais,8,9e-05,0
1806,Minas Novas,3141801,Minas Gerais,1494,0.01702,0
1807,Minduri,3141900,Minas Gerais,3,3e-05,0
1808,Mirabela,3142007,Minas Gerais,2450,0.0279,0
1809,Miradouro,3142106,Minas Gerais,640,0.00729,0
1810,Miraí,3142205,Minas Gerais,1539,0.01753,0
1811,Miravânia,3142254,Minas Gerais,551,0.00628,0
1812,Moema,3142403,Minas Gerais,48,0.00055,0
1813,Montalvânia,3142700,Minas Gerais,398,0.00453,0
1814,Monte Alegre de Minas,3142809,Minas Gerais,685,0.0078,0
1815,Monte Azul,3142908,Minas Gerais,1479,0.01685,0
1816,Monte Belo,3143005,Minas Gerais,76,0.00087,0
1817,Monte Carmelo,3143104,Minas Gerais,1380,0.01572,0
1818,Monte Santo de Minas,3143203,Minas Gerais,54,0.00062,0
1819,Montes Claros,3143302,Minas Gerais,23144,0.2636,1
1820,Monte Sião,3143401,Minas Gerais,878,0.01,0
1821,Montezuma,3143450,Minas Gerais,25,0.00028,0
1822,Morada Nova de Minas,3143500,Minas Gerais,6,7e-05,0
1823,Morro do Pilar,3143708,Minas Gerais,56,0.00064,0
1824,Munhoz,3143807,Minas Gerais,14,0.00016,0
1825,Muriaé,3143906,Minas Gerais,12602,0.14353,1
1826,Mutum,3144003,Minas Gerais,19,0.00022,0
1827,Muzambinho,3144102,Minas Gerais,90,0.00103,0
1828,Nacip Raydan,3144201,Minas Gerais,239,0.00272,0
1829,Nanuque,3144300,Minas Gerais,4125,0.04698,0
1830,Naque,3144359,Minas Gerais,308,0.00351,0
1831,Natércia,3144409,Minas Gerais,29,0.00033,0
1832,Nazareno,3144508,Minas Gerais,58,0.00066,0
1833,Nepomuceno,3144607,Minas Gerais,11,0.00013,0
1834,Nova Era,3144706,Minas Gerais,868,0.00989,0
1835,Nova Lima,3144805,Minas Gerais,58,0.00066,0
1836,Nova Módica,3144904,Minas Gerais,468,0.00533,0
1837,Nova Ponte,3145000,Minas Gerais,18,0.00021,0
1838,Nova Resende,3145109,Minas Gerais,81,0.00092,0
1839,Nova Serrana,3145208,Minas Gerais,2407,0.02741,0
1840,Novo Cruzeiro,3145307,Minas Gerais,1167,0.01329,0
1841,Novo Oriente de Minas,3145356,Minas Gerais,78,0.00089,0
1842,Olaria,3145406,Minas Gerais,84,0.00096,0
1843,Olhos-d'Água,3145455,Minas Gerais,1,1e-05,0
1844,Olímpio Noronha,3145505,Minas Gerais,3,3e-05,0
1845,Oliveira,3145604,Minas Gerais,1132,0.01289,0
1846,Oliveira Fortes,3145703,Minas Gerais,25,0.00028,0
1847,Ouro Branco,3145901,Minas Gerais,1,1e-05,1
1848,Ouro Fino,3146008,Minas Gerais,1713,0.01951,0
1849,Ouro Preto,3146107,Minas Gerais,300,0.00342,0
1850,Ouro Verde de Minas,3146206,Minas Gerais,335,0.00382,0
1851,Padre Carvalho,3146255,Minas Gerais,479,0.00546,0
1852,Padre Paraíso,3146305,Minas Gerais,2194,0.02499,0
1853,Paineiras,3146404,Minas Gerais,2,2e-05,0
1854,Pains,3146503,Minas Gerais,1,1e-05,0
1855,Pai Pedro,3146552,Minas Gerais,1394,0.01588,0
1856,Palma,3146701,Minas Gerais,2,2e-05,0
1857,Palmópolis,3146750,Minas Gerais,3,3e-05,0
1858,Papagaios,3146909,Minas Gerais,30,0.00034,0
1859,Paracatu,3147006,Minas Gerais,1755,0.01999,1
1860,Pará de Minas,3147105,Minas Gerais,1335,0.0152,0
1861,Paraguaçu,3147204,Minas Gerais,12,0.00014,0
1862,Paraisópolis,3147303,Minas Gerais,1652,0.01882,0
1863,Paraopeba,3147402,Minas Gerais,353,0.00402,0
1864,Passabém,3147501,Minas Gerais,4,5e-05,0
1865,Passa Quatro,3147600,Minas Gerais,9,0.0001,0
1866,Passa Tempo,3147709,Minas Gerais,1,1e-05,0
1867,Passos,3147907,Minas Gerais,8344,0.09503,0
1868,Patos de Minas,3148004,Minas Gerais,7621,0.0868,0
1869,Patrocínio,3148103,Minas Gerais,5068,0.05772,0
1870,Patrocínio do Muriaé,3148202,Minas Gerais,141,0.00161,0
1871,Pavão,3148509,Minas Gerais,118,0.00134,0
1872,Peçanha,3148608,Minas Gerais,33,0.00038,0
1873,Pedra Azul,3148707,Minas Gerais,400,0.00456,0
1874,Pedra do Indaiá,3148905,Minas Gerais,5,6e-05,0
1875,Pedra Dourada,3149002,Minas Gerais,14,0.00016,0
1876,Pedralva,3149101,Minas Gerais,30,0.00034,0
1877,Pedras de Maria da Cruz,3149150,Minas Gerais,173,0.00197,0
1878,Pedro Leopoldo,3149309,Minas Gerais,12,0.00014,0
1879,Pequeri,3149507,Minas Gerais,28,0.00032,0
1880,Pequi,3149606,Minas Gerais,1,1e-05,0
1881,Perdigão,3149705,Minas Gerais,2,2e-05,0
1882,Perdizes,3149804,Minas Gerais,26,0.0003,0
1883,Perdões,3149903,Minas Gerais,2342,0.02667,0
1884,Periquito,3149952,Minas Gerais,41,0.00047,0
1885,Pescador,3150000,Minas Gerais,73,0.00083,0
1886,Piedade dos Gerais,3150406,Minas Gerais,5,6e-05,0
1887,Pimenta,3150505,Minas Gerais,3,3e-05,0
1888,Pingo d'Água,3150539,Minas Gerais,108,0.00123,0
1889,Pirajuba,3150703,Minas Gerais,6,7e-05,0
1890,Piranga,3150802,Minas Gerais,1268,0.01444,0
1891,Piranguinho,3151008,Minas Gerais,1288,0.01467,0
1892,Pirapetinga,3151107,Minas Gerais,448,0.0051,0
1893,Pirapora,3151206,Minas Gerais,3488,0.03973,0
1894,Piraúba,3151305,Minas Gerais,177,0.00202,0
1895,Pitangui,3151404,Minas Gerais,63,0.00072,0
1896,Piumhi,3151503,Minas Gerais,3423,0.03899,0
1897,Planura,3151602,Minas Gerais,112,0.00128,0
1898,Poço Fundo,3151701,Minas Gerais,14,0.00016,0
1899,Poços de Caldas,3151800,Minas Gerais,7670,0.08736,0
1900,Pocrane,3151909,Minas Gerais,15,0.00017,0
1901,Pompéu,3152006,Minas Gerais,100,0.00114,0
1902,Ponte Nova,3152105,Minas Gerais,16369,0.18643,0
1903,Porteirinha,3152204,Minas Gerais,4936,0.05622,0
1904,Porto Firme,3152303,Minas Gerais,6,7e-05,0
1905,Poté,3152402,Minas Gerais,6,7e-05,0
1906,Pouso Alegre,3152501,Minas Gerais,9828,0.11194,1
1907,Pouso Alto,3152600,Minas Gerais,74,0.00084,0
1908,Prados,3152709,Minas Gerais,4,5e-05,0
1909,Prata,3152808,Minas Gerais,901,0.01026,0
1910,Pratápolis,3152907,Minas Gerais,2,2e-05,0
1911,Presidente Juscelino,3153202,Minas Gerais,94,0.00107,0
1912,Presidente Olegário,3153400,Minas Gerais,369,0.0042,0
1913,Alto Jequitibá,3153509,Minas Gerais,46,0.00052,0
1914,Prudente de Morais,3153608,Minas Gerais,184,0.0021,0
1915,Queluzito,3153806,Minas Gerais,78,0.00089,0
1916,Raposos,3153905,Minas Gerais,1420,0.01617,0
1917,Raul Soares,3154002,Minas Gerais,261,0.00297,0
1918,Reduto,3154150,Minas Gerais,7,8e-05,0
1919,Resende Costa,3154200,Minas Gerais,512,0.00583,0
1920,Resplendor,3154309,Minas Gerais,267,0.00304,1
1921,Ressaquinha,3154408,Minas Gerais,112,0.00128,0
1922,Riachinho,3154457,Minas Gerais,6,7e-05,0
1923,Rio Acima,3154804,Minas Gerais,1,1e-05,0
1924,Rio Casca,3154903,Minas Gerais,931,0.0106,0
1925,Rio Doce,3155009,Minas Gerais,3,3e-05,0
1926,Rio do Prado,3155108,Minas Gerais,111,0.00126,0
1927,Rio Novo,3155405,Minas Gerais,3,3e-05,0
1928,Rio Paranaíba,3155504,Minas Gerais,7,8e-05,0
1929,Rio Pardo de Minas,3155603,Minas Gerais,119,0.00136,0
1930,Rio Piracicaba,3155702,Minas Gerais,2,2e-05,0
1931,Rio Pomba,3155801,Minas Gerais,1993,0.0227,0
